order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,reordered,department_id,department,product_name
1440421,178293,33,6,17,6.0,131,16,1,9,dry goods pasta,dry pasta
752112,148823,2,4,7,29.0,91,2,0,16,dairy eggs,soy lactosefree
666088,119016,2,2,10,21.0,93,8,0,3,bakery,breakfast bakery
1470251,150795,3,1,18,30.0,120,3,1,16,dairy eggs,yogurt
676392,10806,2,3,14,20.0,130,3,0,14,breakfast,hot cereal pancake mixes
2972960,103630,13,4,10,6.0,67,8,0,20,deli,fresh dips tapenades
485982,104370,26,3,14,12.0,94,3,1,7,beverages,tea
671079,139593,7,5,11,10.0,115,5,1,7,beverages,water seltzer sparkling water
776820,133854,11,4,14,16.0,114,5,0,17,household,cleaning products
2613025,203706,7,0,13,14.0,112,14,1,3,bakery,bread
914976,199382,16,3,11,14.0,37,9,1,1,frozen,ice cream ice
210023,130207,18,2,20,24.0,9,4,1,9,dry goods pasta,pasta sauce
104712,77869,20,6,18,7.0,24,12,1,4,produce,fresh fruits
2290215,4605,7,0,15,3.0,117,4,0,19,snacks,nuts seeds dried fruit
2423817,201114,28,0,12,8.0,24,6,1,4,produce,fresh fruits
1365940,99495,50,5,18,5.0,31,13,1,7,beverages,refrigerated
2204118,121075,23,1,13,30.0,24,7,0,4,produce,fresh fruits
713797,18812,6,0,12,5.0,24,5,1,4,produce,fresh fruits
2559626,35096,2,4,9,22.0,78,18,1,19,snacks,crackers
1174268,75632,15,2,19,6.0,79,1,1,1,frozen,frozen pizza
2547402,138017,9,3,9,18.0,9,11,0,9,dry goods pasta,pasta sauce
3243797,52514,21,6,12,6.0,24,11,1,4,produce,fresh fruits
1674226,157948,2,0,8,5.0,91,2,1,16,dairy eggs,soy lactosefree
508099,189915,27,1,13,11.0,53,3,1,16,dairy eggs,cream
1590691,153851,47,0,10,8.0,49,10,1,12,meat seafood,packaged poultry
1721772,177611,4,1,14,8.0,112,17,0,3,bakery,bread
626010,201330,16,1,8,10.0,92,4,1,18,babies,baby food formula
1690703,94619,64,4,16,4.0,52,8,1,1,frozen,frozen breakfast
2657866,161446,21,4,18,15.0,120,10,1,16,dairy eggs,yogurt
1581255,75843,29,6,15,22.0,53,1,1,16,dairy eggs,cream
708765,144869,44,5,10,4.0,21,32,1,16,dairy eggs,packaged cheese
2176094,93704,8,0,13,10.0,69,21,1,15,canned goods,soup broth bouillon
3167260,157327,12,3,14,5.0,85,4,0,17,household,food storage
1531684,164829,1,6,15,0.0,31,17,0,7,beverages,refrigerated
2639767,175330,23,5,17,4.0,83,15,1,4,produce,fresh vegetables
2009479,123536,2,0,11,25.0,24,4,1,4,produce,fresh fruits
1881746,167278,5,4,9,6.0,3,5,0,19,snacks,energy granola bars
2312078,123707,9,2,15,11.0,31,14,1,7,beverages,refrigerated
2617407,61542,25,5,14,3.0,98,5,0,7,beverages,juice nectars
2795914,181162,2,1,14,30.0,50,6,0,19,snacks,fruit vegetable snacks
890152,153957,10,1,8,7.0,83,10,0,4,produce,fresh vegetables
1844306,157815,46,0,13,5.0,112,24,1,3,bakery,bread
2646252,37225,12,6,5,4.0,24,3,1,4,produce,fresh fruits
695027,75321,28,0,21,13.0,84,15,1,16,dairy eggs,milk
1019696,32127,51,0,12,5.0,19,1,1,13,pantry,oils vinegars
292374,177472,30,6,16,4.0,98,3,1,7,beverages,juice nectars
1956083,181866,25,2,13,4.0,123,10,1,4,produce,packaged vegetables fruits
1502836,91113,17,0,18,7.0,92,18,0,18,babies,baby food formula
1828979,142245,18,2,11,2.0,120,3,1,16,dairy eggs,yogurt
1659353,24530,35,6,13,4.0,83,23,1,4,produce,fresh vegetables
1752687,203748,10,2,13,3.0,83,11,0,4,produce,fresh vegetables
1650440,120672,42,6,8,7.0,21,16,1,16,dairy eggs,packaged cheese
2712126,25487,35,6,15,4.0,19,3,1,13,pantry,oils vinegars
139628,188946,6,5,12,19.0,13,1,1,20,deli,prepared meals
2708785,90729,22,4,8,8.0,83,2,0,4,produce,fresh vegetables
2039274,169085,5,0,17,22.0,60,23,1,17,household,trash bags liners
122222,22254,16,3,11,4.0,67,10,1,20,deli,fresh dips tapenades
1736537,147154,7,5,17,15.0,24,2,1,4,produce,fresh fruits
1730434,17746,4,5,9,30.0,45,5,0,19,snacks,candy chocolate
379750,122898,3,2,12,22.0,83,5,1,4,produce,fresh vegetables
3385140,8033,29,1,18,11.0,24,18,1,4,produce,fresh fruits
2346651,171334,48,0,10,2.0,4,6,1,9,dry goods pasta,instant foods
3367031,185080,63,4,5,6.0,4,32,0,9,dry goods pasta,instant foods
814191,5610,7,1,17,9.0,83,13,0,4,produce,fresh vegetables
1885617,67153,10,4,21,7.0,83,5,1,4,produce,fresh vegetables
3097403,22929,20,4,13,2.0,83,6,1,4,produce,fresh vegetables
1267554,189648,4,0,8,26.0,9,1,0,9,dry goods pasta,pasta sauce
486870,141300,7,5,20,9.0,114,12,0,17,household,cleaning products
2642942,186743,3,5,15,4.0,24,1,1,4,produce,fresh fruits
3085086,187297,1,4,22,0.0,98,17,0,7,beverages,juice nectars
2253367,87050,19,0,14,3.0,132,10,0,11,personal care,beauty
239655,31087,66,2,9,1.0,53,3,1,16,dairy eggs,cream
716930,67658,19,0,14,11.0,84,3,1,16,dairy eggs,milk
3188002,44598,7,6,13,5.0,83,4,0,4,produce,fresh vegetables
1367295,130178,9,1,9,7.0,8,14,0,3,bakery,bakery desserts
154731,69652,14,1,12,7.0,83,8,0,4,produce,fresh vegetables
165669,22909,8,2,11,12.0,84,12,1,16,dairy eggs,milk
1349433,192426,6,0,16,30.0,116,2,1,1,frozen,frozen produce
1771999,70655,3,0,12,26.0,91,13,1,16,dairy eggs,soy lactosefree
1900826,193539,27,6,11,3.0,38,22,1,1,frozen,frozen meals
334536,173675,11,0,11,30.0,96,24,0,20,deli,lunch meat
2485820,35514,2,6,9,22.0,84,1,0,16,dairy eggs,milk
2696242,185207,14,3,10,6.0,32,1,0,4,produce,packaged produce
2451111,131718,31,5,8,4.0,84,1,1,16,dairy eggs,milk
858173,111804,8,1,15,19.0,19,6,0,13,pantry,oils vinegars
209604,82954,5,1,18,22.0,116,23,1,1,frozen,frozen produce
1512957,68612,10,4,12,16.0,117,2,0,19,snacks,nuts seeds dried fruit
1316783,25227,40,6,16,6.0,108,5,1,16,dairy eggs,other creams cheeses
1328997,107882,15,1,16,13.0,61,10,1,19,snacks,cookies cakes
1132359,169337,25,4,12,6.0,24,1,1,4,produce,fresh fruits
660109,86219,31,3,10,5.0,23,2,1,19,snacks,popcorn jerky
676679,196118,38,3,19,6.0,3,10,0,19,snacks,energy granola bars
1594275,170168,3,6,16,12.0,52,2,1,1,frozen,frozen breakfast
1854108,184639,6,0,7,30.0,45,4,1,19,snacks,candy chocolate
3381914,133946,9,6,20,4.0,61,3,1,19,snacks,cookies cakes
814935,145336,17,3,13,6.0,24,2,1,4,produce,fresh fruits
3215352,156680,15,5,11,11.0,89,8,1,13,pantry,salad dressing toppings
503851,44404,10,5,10,3.0,120,9,1,16,dairy eggs,yogurt
1916160,123780,44,6,15,7.0,63,10,1,9,dry goods pasta,grains rice dried goods
2847019,144972,33,1,7,5.0,59,4,1,15,canned goods,canned meals beans
2663075,75961,5,2,12,15.0,83,7,0,4,produce,fresh vegetables
1212865,140466,3,1,14,24.0,21,2,1,16,dairy eggs,packaged cheese
1346749,91347,20,0,9,11.0,83,7,0,4,produce,fresh vegetables
2768385,98373,12,6,14,30.0,85,9,0,17,household,food storage
2469530,19687,6,4,12,8.0,96,5,1,20,deli,lunch meat
2014627,121372,6,6,14,13.0,24,10,0,4,produce,fresh fruits
1444133,50455,40,0,13,7.0,107,12,0,19,snacks,chips pretzels
181804,144222,4,1,7,14.0,27,2,0,5,alcohol,beers coolers
1811777,66500,93,4,13,3.0,86,13,1,16,dairy eggs,eggs
3289066,72935,3,3,13,11.0,112,1,1,3,bakery,bread
947893,110369,6,4,23,30.0,21,15,1,16,dairy eggs,packaged cheese
929493,151657,22,1,15,10.0,16,21,0,4,produce,fresh herbs
2494308,189809,15,6,8,8.0,83,28,1,4,produce,fresh vegetables
2693278,100149,1,3,11,0.0,31,7,0,7,beverages,refrigerated
627763,138091,1,6,8,0.0,24,2,0,4,produce,fresh fruits
3256762,170725,2,2,10,28.0,21,9,0,16,dairy eggs,packaged cheese
1574467,66272,21,4,16,26.0,52,19,1,1,frozen,frozen breakfast
1292947,134389,2,2,21,7.0,96,4,1,20,deli,lunch meat
405350,138744,4,6,15,30.0,13,11,1,20,deli,prepared meals
37560,194364,14,2,22,5.0,112,15,1,3,bakery,bread
3001188,81753,21,0,15,8.0,83,18,1,4,produce,fresh vegetables
734169,115364,6,1,22,28.0,57,15,1,14,breakfast,granola
2212911,64438,24,5,21,6.0,94,5,1,7,beverages,tea
1856760,144387,17,3,12,10.0,84,6,1,16,dairy eggs,milk
227153,205868,9,4,16,10.0,24,3,1,4,produce,fresh fruits
487295,118013,30,6,17,3.0,35,6,1,12,meat seafood,poultry counter
1203031,174181,11,6,13,7.0,99,3,1,15,canned goods,canned fruit applesauce
3116492,44042,42,1,9,6.0,88,4,1,13,pantry,spreads
936993,77968,17,0,21,9.0,57,3,1,14,breakfast,granola
97544,101432,13,2,13,18.0,84,3,1,16,dairy eggs,milk
1183771,33832,4,0,18,1.0,16,5,0,4,produce,fresh herbs
495097,144299,6,1,11,12.0,17,8,0,13,pantry,baking ingredients
410620,24512,6,0,14,30.0,24,20,1,4,produce,fresh fruits
2280914,66245,5,1,14,8.0,45,18,1,19,snacks,candy chocolate
2585918,84130,2,0,18,15.0,107,3,0,19,snacks,chips pretzels
1440881,8162,11,1,12,15.0,78,14,1,19,snacks,crackers
2770855,9069,4,1,15,6.0,78,2,0,19,snacks,crackers
653379,49158,17,6,20,25.0,83,18,0,4,produce,fresh vegetables
1419722,81706,35,0,10,17.0,112,8,1,3,bakery,bread
2986328,114245,10,6,23,7.0,83,12,0,4,produce,fresh vegetables
668120,205770,19,6,12,13.0,6,7,1,2,other,other
2846061,85690,7,4,12,3.0,83,5,0,4,produce,fresh vegetables
1191983,84365,1,0,10,0.0,38,9,0,1,frozen,frozen meals
536681,3939,24,6,10,6.0,113,3,1,1,frozen,frozen juice
1833439,160256,12,2,13,6.0,24,8,0,4,produce,fresh fruits
1220311,5209,33,2,12,5.0,131,14,1,9,dry goods pasta,dry pasta
846801,59354,7,6,10,30.0,59,10,1,15,canned goods,canned meals beans
2846239,123742,3,0,12,8.0,24,3,1,4,produce,fresh fruits
2166616,133227,78,2,14,3.0,94,4,1,7,beverages,tea
986721,2443,10,6,13,7.0,24,6,1,4,produce,fresh fruits
236261,40006,23,5,15,3.0,108,13,0,16,dairy eggs,other creams cheeses
2807771,134808,12,0,10,7.0,31,1,1,7,beverages,refrigerated
1298343,8812,53,6,8,6.0,53,11,1,16,dairy eggs,cream
2395482,134482,62,5,13,3.0,83,27,0,4,produce,fresh vegetables
2095269,26696,2,6,8,18.0,131,17,0,9,dry goods pasta,dry pasta
24374,181787,33,0,12,6.0,120,27,1,16,dairy eggs,yogurt
705249,115583,3,1,18,30.0,21,1,0,16,dairy eggs,packaged cheese
556582,80126,2,2,11,26.0,37,2,1,1,frozen,ice cream ice
3221417,79373,5,3,16,15.0,24,8,0,4,produce,fresh fruits
1805652,73587,14,2,17,8.0,105,2,0,13,pantry,doughs gelatins bake mixes
890263,61687,16,5,15,6.0,75,2,1,17,household,laundry
859439,105341,14,4,14,6.0,21,7,1,16,dairy eggs,packaged cheese
822063,5307,1,1,9,0.0,123,23,0,4,produce,packaged vegetables fruits
2587156,10064,22,1,14,6.0,24,4,1,4,produce,fresh fruits
1456333,179137,37,6,16,11.0,24,4,1,4,produce,fresh fruits
266298,30495,3,2,9,30.0,84,2,1,16,dairy eggs,milk
2505565,16274,41,6,12,3.0,83,26,1,4,produce,fresh vegetables
1338353,187506,5,4,12,3.0,91,11,1,16,dairy eggs,soy lactosefree
1019820,8145,6,3,13,9.0,83,13,1,4,produce,fresh vegetables
3173109,13820,1,4,14,0.0,115,6,0,7,beverages,water seltzer sparkling water
1760657,190593,13,5,16,3.0,127,17,0,11,personal care,body lotions soap
915056,94919,23,0,15,7.0,86,4,1,16,dairy eggs,eggs
948866,160693,56,0,13,11.0,115,12,1,7,beverages,water seltzer sparkling water
2091100,151793,11,3,7,30.0,24,2,1,4,produce,fresh fruits
1325146,59299,2,1,15,30.0,31,18,1,7,beverages,refrigerated
2617639,177936,30,5,12,11.0,14,15,1,20,deli,tofu meat alternatives
456643,23137,22,6,12,4.0,83,8,0,4,produce,fresh vegetables
3023950,160650,4,1,18,30.0,83,3,1,4,produce,fresh vegetables
2508321,117289,3,0,8,6.0,83,14,0,4,produce,fresh vegetables
1948236,53492,5,6,16,9.0,91,2,1,16,dairy eggs,soy lactosefree
1657452,19448,4,4,13,30.0,83,8,0,4,produce,fresh vegetables
806122,96177,6,3,13,10.0,21,11,1,16,dairy eggs,packaged cheese
1393922,31978,28,5,22,5.0,91,4,1,16,dairy eggs,soy lactosefree
432932,119589,20,2,11,21.0,123,34,1,4,produce,packaged vegetables fruits
3370457,3324,8,0,12,18.0,24,4,1,4,produce,fresh fruits
2787635,123366,31,1,16,3.0,45,5,1,19,snacks,candy chocolate
533562,49323,6,0,17,30.0,81,20,1,15,canned goods,canned jarred vegetables
1487795,116215,4,2,12,6.0,24,11,0,4,produce,fresh fruits
2383520,19310,39,4,11,7.0,25,7,1,11,personal care,soap
2460553,9106,89,5,7,2.0,131,7,0,9,dry goods pasta,dry pasta
2595563,188883,39,0,12,8.0,24,8,0,4,produce,fresh fruits
2474961,62795,7,2,14,11.0,24,7,0,4,produce,fresh fruits
915966,182415,13,6,8,30.0,99,17,0,15,canned goods,canned fruit applesauce
857015,66925,1,2,20,0.0,123,4,0,4,produce,packaged vegetables fruits
1139551,119377,27,5,13,5.0,120,4,1,16,dairy eggs,yogurt
1170522,6989,1,1,14,0.0,123,12,0,4,produce,packaged vegetables fruits
2990012,42668,5,0,10,9.0,108,15,1,16,dairy eggs,other creams cheeses
2555392,35649,18,0,18,3.0,83,15,0,4,produce,fresh vegetables
1200947,85458,37,0,21,3.0,107,10,1,19,snacks,chips pretzels
1475343,186376,2,1,11,18.0,35,4,0,12,meat seafood,poultry counter
3357056,197687,27,0,11,8.0,59,8,1,15,canned goods,canned meals beans
1520590,80507,13,0,9,9.0,69,4,0,15,canned goods,soup broth bouillon
940704,11914,35,5,14,0.0,112,13,1,3,bakery,bread
1224805,87868,10,1,14,7.0,50,2,1,19,snacks,fruit vegetable snacks
3136195,88999,12,4,17,30.0,115,3,1,7,beverages,water seltzer sparkling water
1731516,67674,37,1,12,4.0,24,2,1,4,produce,fresh fruits
2275806,71086,2,4,10,7.0,84,2,1,16,dairy eggs,milk
665308,17134,12,1,16,7.0,19,2,1,13,pantry,oils vinegars
2410042,177097,27,2,8,8.0,120,2,1,16,dairy eggs,yogurt
2904072,153187,12,5,10,19.0,81,8,1,15,canned goods,canned jarred vegetables
1894493,49568,7,4,17,3.0,30,52,0,6,international,latino foods
119188,49800,26,1,11,8.0,128,31,1,3,bakery,tortillas flat bread
8200,86472,2,0,18,26.0,123,2,0,4,produce,packaged vegetables fruits
1965139,21249,15,6,13,4.0,120,5,1,16,dairy eggs,yogurt
1673609,189707,1,2,13,0.0,67,4,0,20,deli,fresh dips tapenades
2822877,158801,6,5,10,21.0,21,21,0,16,dairy eggs,packaged cheese
649328,87087,50,2,17,2.0,20,2,1,11,personal care,oral hygiene
3010826,104423,5,3,10,6.0,120,3,0,16,dairy eggs,yogurt
2464894,133865,88,0,8,1.0,83,8,1,4,produce,fresh vegetables
2291879,140916,10,6,11,7.0,104,9,0,13,pantry,spices seasonings
914604,88338,17,2,17,2.0,16,4,1,4,produce,fresh herbs
2607294,54471,67,6,11,6.0,36,36,1,16,dairy eggs,butter
2489466,9914,6,3,11,8.0,115,5,1,7,beverages,water seltzer sparkling water
461661,69119,4,4,16,17.0,24,7,1,4,produce,fresh fruits
1522509,14367,1,2,8,0.0,92,9,0,18,babies,baby food formula
1492853,109934,2,5,9,11.0,13,10,1,20,deli,prepared meals
2580082,100070,29,2,23,2.0,83,3,1,4,produce,fresh vegetables
2417173,134754,13,1,15,8.0,3,6,1,19,snacks,energy granola bars
1465838,37327,10,3,13,3.0,83,5,1,4,produce,fresh vegetables
2750875,146085,27,3,13,1.0,16,2,1,4,produce,fresh herbs
641293,63471,12,0,7,1.0,83,7,1,4,produce,fresh vegetables
91055,169381,24,4,10,5.0,83,5,1,4,produce,fresh vegetables
377680,42594,8,0,14,14.0,19,10,1,13,pantry,oils vinegars
1223473,182698,18,4,13,5.0,123,7,1,4,produce,packaged vegetables fruits
2805408,92469,24,1,14,11.0,21,2,1,16,dairy eggs,packaged cheese
1200096,162112,13,2,14,30.0,31,1,1,7,beverages,refrigerated
683631,83392,1,1,12,0.0,117,4,0,19,snacks,nuts seeds dried fruit
2430331,11431,33,0,14,2.0,15,8,1,12,meat seafood,packaged seafood
959503,198500,2,6,8,7.0,129,3,0,1,frozen,frozen appetizers sides
1948214,30423,12,5,14,26.0,24,18,1,4,produce,fresh fruits
1030032,39929,3,5,10,6.0,66,5,0,6,international,asian foods
1753471,34971,22,0,17,12.0,84,2,0,16,dairy eggs,milk
861006,193466,67,3,15,7.0,86,7,1,16,dairy eggs,eggs
2032887,13361,2,0,18,27.0,123,5,0,4,produce,packaged vegetables fruits
1738383,69973,4,4,14,20.0,21,8,1,16,dairy eggs,packaged cheese
1293657,60707,1,6,19,0.0,19,3,0,13,pantry,oils vinegars
2607294,54471,67,6,11,6.0,83,24,0,4,produce,fresh vegetables
2490157,728,3,4,11,17.0,37,9,0,1,frozen,ice cream ice
1872046,70724,17,2,19,8.0,96,9,1,20,deli,lunch meat
2951348,200003,5,6,19,7.0,83,12,0,4,produce,fresh vegetables
1733449,5279,26,5,18,4.0,32,3,0,4,produce,packaged produce
2117793,119286,10,5,11,16.0,120,9,0,16,dairy eggs,yogurt
2303131,19412,9,3,9,7.0,21,6,1,16,dairy eggs,packaged cheese
825994,146034,8,3,9,9.0,4,5,1,9,dry goods pasta,instant foods
3407789,43496,8,1,15,12.0,123,7,1,4,produce,packaged vegetables fruits
1792838,8502,24,3,13,7.0,25,6,1,11,personal care,soap
1102595,163582,4,6,21,9.0,66,11,0,6,international,asian foods
958992,47143,37,2,12,10.0,120,5,1,16,dairy eggs,yogurt
1732470,106196,51,1,7,19.0,24,6,1,4,produce,fresh fruits
3301332,118110,19,5,11,7.0,21,9,1,16,dairy eggs,packaged cheese
2365353,130076,22,4,11,0.0,86,1,1,16,dairy eggs,eggs
2442180,150525,32,6,14,6.0,86,9,1,16,dairy eggs,eggs
854869,44157,21,1,11,7.0,120,3,1,16,dairy eggs,yogurt
1499393,76498,12,0,7,12.0,78,8,1,19,snacks,crackers
3250959,41984,36,6,9,9.0,21,20,1,16,dairy eggs,packaged cheese
1505321,201076,16,1,17,7.0,125,6,1,19,snacks,trail mix snack mix
2386280,81663,51,2,10,10.0,77,3,1,7,beverages,soft drinks
1237208,64691,32,3,11,5.0,107,23,1,19,snacks,chips pretzels
1757789,59748,13,6,14,4.0,128,11,1,3,bakery,tortillas flat bread
883127,152467,14,3,14,13.0,117,3,0,19,snacks,nuts seeds dried fruit
402312,1264,16,3,5,8.0,121,15,1,14,breakfast,cereal
428737,30347,11,0,7,10.0,83,2,1,4,produce,fresh vegetables
398698,45781,3,3,15,5.0,16,5,0,4,produce,fresh herbs
3280021,143663,6,0,13,4.0,78,5,0,19,snacks,crackers
2073300,200697,12,4,17,5.0,24,1,1,4,produce,fresh fruits
1312049,29618,26,0,9,4.0,81,7,0,15,canned goods,canned jarred vegetables
336481,84768,14,1,7,11.0,121,7,1,14,breakfast,cereal
2401344,143850,5,4,11,21.0,120,1,0,16,dairy eggs,yogurt
1698308,116896,31,5,12,16.0,108,13,1,16,dairy eggs,other creams cheeses
2645315,95368,6,4,16,13.0,45,9,1,19,snacks,candy chocolate
924806,177794,11,6,13,23.0,24,17,1,4,produce,fresh fruits
292530,49345,8,0,11,7.0,91,8,1,16,dairy eggs,soy lactosefree
1410623,205511,16,5,15,17.0,36,1,1,16,dairy eggs,butter
2916505,129862,13,0,10,7.0,21,2,1,16,dairy eggs,packaged cheese
78892,73581,44,6,14,6.0,116,13,1,1,frozen,frozen produce
1132964,176865,4,1,9,5.0,19,5,0,13,pantry,oils vinegars
1843647,21154,23,0,16,5.0,24,5,1,4,produce,fresh fruits
1865522,18383,9,4,17,14.0,123,5,0,4,produce,packaged vegetables fruits
2946211,162258,6,6,12,7.0,126,25,0,11,personal care,feminine care
1900986,180793,85,4,10,1.0,31,9,1,7,beverages,refrigerated
1786272,25334,11,0,15,5.0,83,2,1,4,produce,fresh vegetables
1683256,77933,4,4,13,30.0,77,2,0,7,beverages,soft drinks
1861418,182914,51,2,12,4.0,77,1,0,7,beverages,soft drinks
2334766,84992,4,1,15,7.0,59,7,0,15,canned goods,canned meals beans
1728658,108467,30,2,12,3.0,84,3,1,16,dairy eggs,milk
151747,145136,10,0,9,13.0,115,8,1,7,beverages,water seltzer sparkling water
2983305,12001,23,0,11,8.0,83,15,1,4,produce,fresh vegetables
1377389,202776,3,5,8,16.0,123,7,1,4,produce,packaged vegetables fruits
895294,120690,2,4,18,30.0,83,2,0,4,produce,fresh vegetables
773618,66886,14,1,19,6.0,7,2,1,12,meat seafood,packaged meat
2027213,70693,4,0,19,30.0,77,2,0,7,beverages,soft drinks
2920700,62884,14,3,14,14.0,78,1,0,19,snacks,crackers
2598094,188971,37,3,6,9.0,24,1,1,4,produce,fresh fruits
2703784,77598,6,6,9,8.0,116,6,0,1,frozen,frozen produce
1748719,150938,1,2,14,0.0,24,2,0,4,produce,fresh fruits
2786616,95167,17,3,18,7.0,130,4,0,14,breakfast,hot cereal pancake mixes
1010692,189783,9,4,15,5.0,78,3,0,19,snacks,crackers
2139921,13671,25,4,20,24.0,107,11,0,19,snacks,chips pretzels
3086422,144405,31,1,11,7.0,24,27,0,4,produce,fresh fruits
908700,131792,58,0,17,2.0,123,13,1,4,produce,packaged vegetables fruits
2051208,86802,50,3,10,10.0,91,1,1,16,dairy eggs,soy lactosefree
220498,49176,6,1,10,18.0,31,6,0,7,beverages,refrigerated
3348541,106931,4,3,10,7.0,108,1,0,16,dairy eggs,other creams cheeses
423602,97894,23,2,15,7.0,83,11,1,4,produce,fresh vegetables
2892250,128627,47,1,11,15.0,91,1,1,16,dairy eggs,soy lactosefree
3224088,120547,56,3,14,5.0,120,5,1,16,dairy eggs,yogurt
3290802,8674,8,5,7,8.0,50,12,1,19,snacks,fruit vegetable snacks
2629644,153598,2,1,16,14.0,78,43,0,19,snacks,crackers
1315676,16254,33,5,12,4.0,83,3,1,4,produce,fresh vegetables
56459,9992,3,6,9,6.0,131,5,0,9,dry goods pasta,dry pasta
3285810,78103,3,0,2,8.0,81,13,0,15,canned goods,canned jarred vegetables
3080856,96193,15,0,0,14.0,24,12,1,4,produce,fresh fruits
2060274,52126,39,3,15,16.0,91,7,1,16,dairy eggs,soy lactosefree
2449791,141590,6,0,17,8.0,86,5,1,16,dairy eggs,eggs
1641312,167067,15,6,17,11.0,83,20,1,4,produce,fresh vegetables
1346057,73613,2,3,12,25.0,69,13,0,15,canned goods,soup broth bouillon
463065,78995,15,1,10,21.0,130,16,1,14,breakfast,hot cereal pancake mixes
3366566,158572,3,4,16,20.0,83,8,0,4,produce,fresh vegetables
2892250,128627,47,1,11,15.0,24,37,1,4,produce,fresh fruits
381678,7850,1,2,18,0.0,84,1,0,16,dairy eggs,milk
3291155,82991,60,3,7,7.0,59,12,1,15,canned goods,canned meals beans
872536,72584,12,2,10,9.0,129,1,1,1,frozen,frozen appetizers sides
1332266,87602,8,3,9,5.0,19,1,0,13,pantry,oils vinegars
690974,114728,2,3,14,3.0,20,3,0,11,personal care,oral hygiene
1103262,135104,3,6,10,30.0,19,6,1,13,pantry,oils vinegars
1201533,93156,2,3,18,24.0,107,9,0,19,snacks,chips pretzels
2552888,44234,10,1,20,8.0,123,5,1,4,produce,packaged vegetables fruits
3413760,163662,43,5,21,7.0,81,6,1,15,canned goods,canned jarred vegetables
2443890,7018,1,0,16,0.0,131,7,0,9,dry goods pasta,dry pasta
506508,101575,34,2,15,6.0,24,1,1,4,produce,fresh fruits
3101095,49023,5,4,12,20.0,24,9,1,4,produce,fresh fruits
2794358,200065,19,4,13,30.0,59,1,0,15,canned goods,canned meals beans
1747065,44174,5,5,8,18.0,115,8,1,7,beverages,water seltzer sparkling water
121123,46426,1,0,13,0.0,108,1,0,16,dairy eggs,other creams cheeses
3062271,139237,6,3,6,10.0,83,7,1,4,produce,fresh vegetables
642893,193723,4,0,14,30.0,83,15,0,4,produce,fresh vegetables
689504,140079,19,5,15,30.0,17,6,0,13,pantry,baking ingredients
3200486,151618,48,2,12,5.0,26,4,1,7,beverages,coffee
179619,55707,4,2,14,30.0,83,3,0,4,produce,fresh vegetables
1967356,107950,16,1,8,5.0,83,8,1,4,produce,fresh vegetables
382064,103433,29,6,16,5.0,112,1,1,3,bakery,bread
2847221,88930,48,0,16,6.0,35,8,1,12,meat seafood,poultry counter
2353658,18296,6,3,21,8.0,91,10,1,16,dairy eggs,soy lactosefree
580617,140343,16,4,8,14.0,24,4,1,4,produce,fresh fruits
445955,97425,27,6,20,6.0,83,14,1,4,produce,fresh vegetables
3258262,134584,1,4,14,0.0,48,7,0,14,breakfast,breakfast bars pastries
2117414,70505,72,1,8,5.0,32,12,1,4,produce,packaged produce
3335908,174934,38,0,14,7.0,3,8,1,19,snacks,energy granola bars
2950401,130982,9,6,18,27.0,21,9,1,16,dairy eggs,packaged cheese
1208440,113216,35,6,23,15.0,10,1,1,17,household,kitchen supplies
82343,114582,4,1,14,30.0,89,5,0,13,pantry,salad dressing toppings
1902881,70846,3,6,14,30.0,61,35,0,19,snacks,cookies cakes
841267,78922,16,1,18,2.0,83,3,1,4,produce,fresh vegetables
1224828,193288,13,1,20,5.0,88,8,0,13,pantry,spreads
1851053,193602,47,3,18,4.0,19,8,0,13,pantry,oils vinegars
924452,43534,10,6,21,4.0,31,18,1,7,beverages,refrigerated
1462988,81352,8,0,4,14.0,69,19,0,15,canned goods,soup broth bouillon
29653,66224,49,4,16,3.0,41,6,1,8,pets,cat food care
672061,94424,3,1,10,22.0,26,2,0,7,beverages,coffee
2033065,161821,14,4,13,5.0,37,6,0,1,frozen,ice cream ice
208050,33747,25,5,14,7.0,93,9,1,3,bakery,breakfast bakery
1490952,153706,30,6,14,6.0,3,5,1,19,snacks,energy granola bars
35218,139502,3,2,10,15.0,24,4,1,4,produce,fresh fruits
2447336,139126,4,5,13,7.0,35,7,0,12,meat seafood,poultry counter
2531895,96720,7,6,8,6.0,59,17,0,15,canned goods,canned meals beans
2601639,206170,4,2,20,8.0,37,5,0,1,frozen,ice cream ice
235939,124156,4,2,8,3.0,108,2,1,16,dairy eggs,other creams cheeses
2882195,99052,36,5,8,14.0,123,3,1,4,produce,packaged vegetables fruits
2529031,175183,17,1,11,6.0,83,3,1,4,produce,fresh vegetables
170314,186115,3,5,11,30.0,117,1,1,19,snacks,nuts seeds dried fruit
1255727,143774,45,0,20,3.0,21,1,0,16,dairy eggs,packaged cheese
1848995,128829,6,5,15,18.0,81,14,0,15,canned goods,canned jarred vegetables
758536,112434,19,3,10,30.0,31,18,1,7,beverages,refrigerated
2821787,10215,14,3,19,12.0,31,10,1,7,beverages,refrigerated
840106,29464,8,5,12,12.0,31,10,1,7,beverages,refrigerated
864643,51573,20,0,20,7.0,37,9,1,1,frozen,ice cream ice
